rank,final_worth,category,personName,age,country,source,industry_billionaires,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,population_country,source_1,source_2,source_3
2133,1300,Manufacturing,Zeng Chaoyi,54.0,China,Aluminum products,Manufacturing,China,True,E,M,4/1/1969 0:00,Zeng,Chaoyi,1969.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Aluminum products,,
2133,1300,Service,Peng Zhao,52.0,China,Online recruitment,Service,China,True,E,M,1/1/1971 0:00,Zhao,Peng,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Online recruitment,,
2133,1300,Service,Zhao Tongtong,56.0,Hong Kong,Hotels,Service,Canada,True,R,F,1/1/1967 0:00,Zhao,Tongtong,1967.0,1.0,1.0,,,,,,,,Hotels,,
2133,1300,Metals & Mining,Kostyantin Zhevago,49.0,Ukraine,Mining,Metals & Mining,Ukraine,True,E,M,1/7/1974 0:00,Zhevago,Kostyantin,1974.0,1.0,7.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,44385155.0,Mining,,
2133,1300,Manufacturing,Zong Yanmin,65.0,China,Semiconductor materials,Manufacturing,China,True,E,M,,Zong,Yanmin,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Semiconductor materials,,
2259,1200,Finance & Investments,Sanjay Agarwal,52.0,India,Banking,Finance & Investments,India,True,E,M,9/8/1970 0:00,Agarwal,Sanjay,1970.0,9.0,8.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Banking,,
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Investments,Finance & Investments,Qatar,False,E,M,10/1/1959 0:00,Al Thani,Hamad bin Jassim bin Jaber,1959.0,10.0,1.0,115.38,-0.7,183466208791.0,17.9,103.8,80.1,2832067.0,Investments,,
2259,1200,Diversified,Joao Alves de Queiroz Filho,70.0,Brazil,Pharmaceuticals,Diversified,Brazil,True,U,M,1/1/1953 0:00,Alves de Queiroz Filho,Joao,1953.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Pharmaceuticals,,
2259,1200,Metals & Mining,Jose Maria Aristrain,60.0,Switzerland,Steel,Metals & Mining,Spain,False,E,M,11/2/1962 0:00,Aristrain,Jose Maria,1962.0,11.0,2.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Steel,,
2259,1200,Finance & Investments,Michael Arougheti,50.0,United States,Finance,Finance & Investments,United States,True,N,M,10/10/1972 0:00,Arougheti,Michael,1972.0,10.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Finance,,
2259,1200,Technology,Tope Awotona,41.0,United States,Software,Technology,United States,True,D,M,4/22/1981 0:00,Awotona,Tope,1981.0,4.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2259,1200,Healthcare,Mehmet Aydinlar,66.0,Turkey,Hospitals,Healthcare,Turkey,True,D,M,7/27/1956 0:00,Aydinlar,Mehmet,1956.0,7.0,27.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,83429615.0,Hospitals,,
2259,1200,Real Estate,Danna Azrieli,55.0,Israel,Real estate,Real Estate,Israel,False,D,F,6/3/1967 0:00,Azrieli,Danna,1967.0,6.0,3.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Real estate,,
2259,1200,Real Estate,Naomi Azrieli,57.0,Canada,Real estate,Real Estate,Canada,False,D,F,9/26/1965 0:00,Azrieli,Naomi,1965.0,9.0,26.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Real estate,,
2259,1200,Real Estate,Sharon Azrieli,62.0,Canada,Real estate,Real Estate,Canada,False,D,F,8/4/1960 0:00,Azrieli,Sharon,1960.0,8.0,4.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Real estate,,
2259,1200,Energy,Bai Houshan,59.0,China,Lithium battery,Energy,China,True,D,M,1/1/1964 0:00,Bai,Houshan,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Lithium battery,,
2259,1200,Finance & Investments,Thomas Bailey,86.0,United States,Money management,Finance & Investments,United States,True,E,M,1/1/1937 0:00,Bailey,Thomas,1937.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Money management,,
2259,1200,Healthcare,Bernhard Braun-Luedicke,46.0,Germany,Medical technology,Healthcare,Germany,False,D,M,1/1/1977 0:00,Braun-Luedicke,Bernhard,1977.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Medical technology,,
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36.0,Germany,Medical technology,Healthcare,Germany,False,D,F,1/1/1987 0:00,Braun-Luedicke,Eva Maria,1987.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Medical technology,,
2259,1200,Healthcare,Friederike Braun-Luedicke,39.0,Germany,Medical technology,Healthcare,Germany,False,E,F,1/1/1984 0:00,Braun-Luedicke,Friederike,1984.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Medical technology,,
2259,1200,Real Estate,Jeffrey Cheah,78.0,Malaysia,"Property, healthcare",Real Estate,Malaysia,True,D,M,3/30/1945 0:00,Cheah,Jeffrey,1945.0,3.0,30.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,32447385.0,Property, healthcare,
2259,1200,Food & Beverage,Chen Xianbao & family,63.0,China,Food,Food & Beverage,China,True,D,M,5/19/1959 0:00,Chen,Xianbao,1959.0,5.0,19.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Food,,
2259,1200,Healthcare,Cheng Xianfeng,54.0,China,Pharmaceuticals,Healthcare,China,True,D,M,12/1/1968 0:00,Cheng,Xianfeng,1968.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2259,1200,Fashion & Retail,Chung Yong-jin,54.0,South Korea,Retail,Fashion & Retail,South Korea,False,D,M,9/19/1968 0:00,Chung,Yong-jin,1968.0,9.0,19.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,51709098.0,Retail,,
2259,1200,Service,Darwin Deason,82.0,United States,Software,Service,United States,True,D,M,5/14/1940 0:00,Deason,Darwin,1940.0,5.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2259,1200,Fashion & Retail,Diego Della Valle,69.0,Italy,Shoes,Fashion & Retail,Italy,False,D,M,12/30/1953 0:00,Della Valle,Diego,1953.0,12.0,30.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,60297396.0,Shoes,,
2259,1200,Manufacturing,Ashwin Desai,71.0,India,Specialty chemicals,Manufacturing,India,True,N,M,9/18/1951 0:00,Desai,Ashwin,1951.0,9.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Specialty chemicals,,
2259,1200,Media & Entertainment,Richard Desmond,71.0,United Kingdom,Publishing,Media & Entertainment,United Kingdom,True,D,M,12/8/1951 0:00,Desmond,Richard,1951.0,12.0,8.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Publishing,,
2259,1200,Fashion & Retail,Ding Shui Po,52.0,China,"Sneakers, sportswear",Fashion & Retail,China,False,D,M,11/1/1970 0:00,Ding,Shui Po,1970.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Sneakers, sportswear,
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85.0,Turkey,Fashion retail,Fashion & Retail,Turkey,True,U,M,3/16/1938 0:00,Dizdar,Sefik Yilmaz,1938.0,3.0,16.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,83429615.0,Fashion retail,,
2259,1200,Media & Entertainment,Mathias Doepfner,60.0,Germany,Media,Media & Entertainment,Germany,False,D,M,1/15/1963 0:00,Doepfner,Mathias,1963.0,1.0,15.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Media,,
2259,1200,Manufacturing,Farhad Ebrahimi,84.0,United States,Solar panels,Manufacturing,United States,True,N,M,1/1/1939 0:00,Ebrahimi,Farhad,1939.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Solar panels,,
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,65.0,Brazil,Diversified,Diversified,Brazil,False,D,M,11/30/1957 0:00,Ermirio de Moraes,Jose Roberto,1957.0,11.0,30.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Diversified,,
2259,1200,Diversified,Jose Ermirio de Moraes Neto,70.0,Brazil,Diversified,Diversified,Brazil,False,D,M,6/17/1952 0:00,Ermirio de Moraes Neto,Jose,1952.0,6.0,17.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Diversified,,
2259,1200,Manufacturing,Fang Hongbo,56.0,China,Home appliances,Manufacturing,China,True,D,M,1/1/1967 0:00,Fang,Hongbo,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Home appliances,,
2259,1200,Manufacturing,David Feffer,66.0,Brazil,Pulp and paper,Manufacturing,Brazil,False,D,M,11/13/1956 0:00,Feffer,David,1956.0,11.0,13.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Pulp and paper,,
2259,1200,Manufacturing,Zsolt Felcsuti,51.0,Hungary,Manufacturing,Manufacturing,Hungary,True,N,M,5/26/1971 0:00,Felcsuti,Zsolt,1971.0,5.0,26.0,121.64,3.3,160967157504.0,48.5,100.8,75.8,9769949.0,Manufacturing,,
2259,1200,Fashion & Retail,Ben Francis,30.0,United Kingdom,Fitness clothing,Fashion & Retail,United Kingdom,True,N,M,6/4/1992 0:00,Francis,Ben,1992.0,6.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Fitness clothing,,
2259,1200,Fashion & Retail,Gary Friedman,65.0,United States,Furniture retail,Fashion & Retail,United States,True,D,M,8/6/1957 0:00,Friedman,Gary,1957.0,8.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Furniture retail,,
2259,1200,Metals & Mining,Dan Gertler,49.0,Israel,Mining,Metals & Mining,Israel,False,E,M,12/23/1973 0:00,Gertler,Dan,1973.0,12.0,23.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,9053300.0,Mining,,
2259,1200,Manufacturing,Balkrishan Goenka,56.0,India,Textiles,Manufacturing,India,True,D,M,8/15/1966 0:00,Goenka,Balkrishan,1966.0,8.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Textiles,,
2259,1200,Finance & Investments,Lawrence Golub,63.0,United States,Private equity,Finance & Investments,United States,True,E,M,10/3/1959 0:00,Golub,Lawrence,1959.0,10.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
2259,1200,Manufacturing,Saroj Rani Gupta,72.0,India,Steel tubes,Manufacturing,India,True,N,F,7/5/1950 0:00,Gupta,Saroj Rani,1950.0,7.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Steel tubes,,
2259,1200,Technology,Anthony Hall,67.0,Australia,Technology,Technology,Australia,True,N,M,6/27/1955 0:00,Hall,Anthony,1955.0,6.0,27.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Technology,,
2259,1200,Construction & Engineering,Fahed Hariri,42.0,United Kingdom,"Construction, investments",Construction & Engineering,Lebanon,False,E,M,12/29/1980 0:00,Hariri,Fahed,1980.0,12.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Construction, investments,
2259,1200,Fashion & Retail,Richard Hayne,75.0,United States,Urban Outfitters,Fashion & Retail,United States,True,E,M,9/1/1947 0:00,Hayne,Richard,1947.0,9.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Urban Outfitters,,
2259,1200,Finance & Investments,Michael Heine,73.0,Australia,Financial services,Finance & Investments,Australia,True,E,M,11/1/1949 0:00,Heine,Michael,1949.0,11.0,1.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Financial services,,
2259,1200,Technology,Orion Hindawi,43.0,United States,Software,Technology,United States,True,D,M,1/10/1980 0:00,Hindawi,Orion,1980.0,1.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2259,1200,Gambling & Casinos,Lawrence Ho,46.0,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,R,M,1/16/1977 0:00,Ho,Lawrence,1977.0,1.0,16.0,,,,,,,,Casinos,,
2259,1200,Fashion & Retail,Huang Guanlin,58.0,China,"Textiles, apparel",Fashion & Retail,China,True,D,M,1/1/1965 0:00,Huang,Guanlin,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Textiles, apparel,
2259,1200,Technology,Sam Hupert,68.0,Australia,Technology,Technology,Australia,True,N,M,12/25/1954 0:00,Hupert,Sam,1954.0,12.0,25.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,25766605.0,Technology,,
2259,1200,Telecom,Mohammed Ibrahim,76.0,United Kingdom,Communications,Telecom,United Kingdom,True,E,M,5/3/1946 0:00,Ibrahim,Mohammed,1946.0,5.0,3.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Communications,,
2259,1200,Food & Beverage,Shirley Kao,66.0,Taiwan,Food & beverage retailing,Food & Beverage,Taiwan,False,E,F,9/2/1956 0:00,Kao,Shirley,1956.0,9.0,2.0,,,,,,,,Food & beverage retailing,,
2259,1200,Finance & Investments,David Kaplan,55.0,United States,Finance,Finance & Investments,United States,True,N,M,8/29/1967 0:00,Kaplan,David,1967.0,8.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Finance,,
2259,1200,Fashion & Retail,Kim Kardashian,42.0,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,True,D,F,10/21/1980 0:00,Kardashian,Kim,1980.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Shapewear, cosmetics, reality TV
2259,1200,Manufacturing,Ke Guihua,57.0,China,Auto parts,Manufacturing,China,True,U,M,10/13/1965 0:00,Ke,Guihua,1965.0,10.0,13.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Auto parts,,
2259,1200,Healthcare,Ke Yunfeng & family,56.0,China,Retailing,Healthcare,China,True,U,M,1/1/1967 0:00,Ke,Yunfeng,1967.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Retailing,,
2259,1200,Real Estate,Alexander Klyachin,55.0,Russia,Real estate,Real Estate,Russia,True,R,M,5/18/1967 0:00,Klyachin,Alexander,1967.0,5.0,18.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Real estate,,
2259,1200,Manufacturing,Christine Knauf,65.0,Germany,Building materials,Manufacturing,Germany,False,D,F,,Knauf,Christine,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Building materials,,
2259,1200,Manufacturing,Karl Knauf,65.0,Germany,Building materials,Manufacturing,Germany,False,D,M,,Knauf,Karl,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Building materials,,
2259,1200,Automotive,Suresh Krishna,86.0,India,Auto parts,Automotive,India,False,U,M,12/24/1936 0:00,Krishna,Suresh,1936.0,12.0,24.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Auto parts,,
2259,1200,Media & Entertainment,Guy Laliberté,63.0,Canada,Cirque du Soleil,Media & Entertainment,Canada,True,E,M,1/1/1960 0:00,Laliberté,Guy,1960.0,1.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Cirque du Soleil,,
2259,1200,Technology,Lee Su-jin,45.0,South Korea,Hospitality,Technology,South Korea,True,N,M,2/1/1978 0:00,Lee,Su-jin,1978.0,2.0,1.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,51709098.0,Hospitality,,
2259,1200,Manufacturing,Li Guoqing,53.0,China,Petro Fibre,Manufacturing,China,True,D,M,2/22/1970 0:00,Li,Guoqing,1970.0,2.0,22.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Petro Fibre,,
2259,1200,Healthcare,Li Li,59.0,China,Pharmaceuticals,Healthcare,China,True,D,M,2/9/1964 0:00,Li,Li,1964.0,2.0,9.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pharmaceuticals,,
2259,1200,Healthcare,Li Ruiqiang,43.0,China,Medical services,Healthcare,China,True,D,M,11/1/1979 0:00,Li,Ruiqiang,1979.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Medical services,,
2259,1200,Manufacturing,Zhen Li & family,59.0,China,Lithium batteries,Manufacturing,China,True,D,M,1/23/1964 0:00,Li,Zhen,1964.0,1.0,23.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Lithium batteries,,
2259,1200,Manufacturing,Guangwei Liang,59.0,China,Conglomerate,Manufacturing,China,True,D,M,9/1/1963 0:00,Liang,Guangwei,1963.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Conglomerate,,
2259,1200,Energy,Liu Ming Hui,60.0,Hong Kong,Natural gas distribution,Energy,China,True,D,M,1/1/1963 0:00,Liu,Ming Hui,1963.0,1.0,1.0,,,,,,,,Natural gas distribution,,
2259,1200,Technology,Frederic Luddy,68.0,United States,Software,Technology,United States,True,D,M,11/24/1954 0:00,Luddy,Frederic,1954.0,11.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63.0,United States,Cargill,Food & Beverage,United States,False,D,M,12/21/1959 0:00,MacMillan,Cargill,1959.0,12.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cargill,,
2259,1200,Food & Beverage,John MacMillan,73.0,United States,Cargill,Food & Beverage,United States,False,D,M,9/20/1949 0:00,MacMillan,John,1949.0,9.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cargill,,
2259,1200,Food & Beverage,Martha MacMillan,71.0,United States,Cargill,Food & Beverage,United States,False,D,F,10/1/1951 0:00,MacMillan,Martha,1951.0,10.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cargill,,
2259,1200,Food & Beverage,William MacMillan,68.0,United States,Cargill,Food & Beverage,United States,False,D,M,5/25/1954 0:00,MacMillan,William,1954.0,5.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Cargill,,
2259,1200,Diversified,Keshub Mahindra,99.0,India,Diversified,Diversified,India,False,R,M,10/9/1923 0:00,Mahindra,Keshub,1923.0,10.0,9.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Diversified,,
2259,1200,Manufacturing,Mao Zhongwu,60.0,China,Manufacturing,Manufacturing,China,True,D,M,8/13/1962 0:00,Mao,Zhongwu,1962.0,8.0,13.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Manufacturing,,
2259,1200,Construction & Engineering,Jorge Mas,60.0,United States,Construction,Construction & Engineering,United States,False,U,M,2/28/1963 0:00,Mas,Jorge,1963.0,2.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Construction,,
2259,1200,Diversified,Lorinc Meszaros,57.0,Hungary,Diversified,Diversified,Hungary,True,E,M,2/25/1966 0:00,Meszaros,Lorinc,1966.0,2.0,25.0,121.64,3.3,160967157504.0,48.5,100.8,75.8,9769949.0,Diversified,,
2259,1200,Technology,Jeffrey Michael & family,66.0,United States,Data management,Technology,United States,True,U,M,7/18/1956 0:00,Michael,Jeffrey,1956.0,7.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Data management,,
2259,1200,Healthcare,Alan Miller & family,85.0,United States,Healthcare services,Healthcare,United States,True,D,M,8/17/1937 0:00,Miller,Alan,1937.0,8.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Healthcare services,,
2259,1200,Automotive,Ulrich Mommert & family,82.0,,Lighting,Automotive,Austria,True,E,M,1/11/1941 0:00,Mommert,Ulrich,1941.0,1.0,11.0,,,,,,,,Lighting,,
2259,1200,Diversified,Neide Helena de Moraes,68.0,Brazil,Diversified,Diversified,Brazil,False,D,F,2/15/1955 0:00,Moraes,Neide Helena de,1955.0,2.0,15.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Diversified,,
2259,1200,Finance & Investments,Scott Nuttall,50.0,United States,Private equity,Finance & Investments,United States,True,U,M,11/25/1972 0:00,Nuttall,Scott,1972.0,11.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Private equity,,
2259,1200,Manufacturing,Kailashchandra Nuwal,65.0,,Industrial explosives,Manufacturing,India,False,N,M,7/6/1957 0:00,Nuwal,Kailashchandra,1957.0,7.0,6.0,,,,,,,,Industrial explosives,,
2259,1200,Food & Beverage,Axel Oberwelland & family,56.0,Germany,Candy,Food & Beverage,Germany,False,Split Family Fortune,M,1/1/1967 0:00,Oberwelland,Axel,1967.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Candy,,
2259,1200,Technology,Jonathan Oringer,48.0,United States,Stock photos,Technology,United States,True,D,M,5/2/1974 0:00,Oringer,Jonathan,1974.0,5.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Stock photos,,
2259,1200,Food & Beverage,Vitaly Orlov,58.0,Russia,Fisheries,Food & Beverage,Russia,True,R,M,1/1/1965 0:00,Orlov,Vitaly,1965.0,1.0,1.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,144373535.0,Fisheries,,
2259,1200,Real Estate,Jose Isaac Peres & family,82.0,Brazil,Shopping malls,Real Estate,Brazil,True,U,M,7/18/1940 0:00,Peres,Jose Isaac,1940.0,7.0,18.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Shopping malls,,
2259,1200,Media & Entertainment,Markus Persson,43.0,Sweden,Computer games,Media & Entertainment,Sweden,True,D,M,6/1/1979 0:00,Persson,Markus,1979.0,6.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,10285453.0,Computer games,,
2259,1200,Technology,Mark Pincus,57.0,United States,Online games,Technology,United States,True,D,M,2/13/1966 0:00,Pincus,Mark,1966.0,2.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Online games,,
2259,1200,Diversified,Murdaya Poo,82.0,Indonesia,Diversified,Diversified,Indonesia,False,E,M,1/12/1941 0:00,Poo,Murdaya,1941.0,1.0,12.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Diversified,,
2259,1200,Healthcare,Forrest Preston,90.0,United States,Health care,Healthcare,United States,True,D,M,3/22/1933 0:00,Preston,Forrest,1933.0,3.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Health care,,
2259,1200,Food & Beverage,Qian Ying,57.0,China,Pig breeding,Food & Beverage,China,True,D,F,1/1/1966 0:00,Qian,Ying,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Pig breeding,,
2259,1200,Manufacturing,Jimmy Rane,76.0,United States,Lumber,Manufacturing,United States,True,N,M,9/15/1946 0:00,Rane,Jimmy,1946.0,9.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Lumber,,
2259,1200,Finance & Investments,Andrei Rappoport,59.0,Switzerland,Investments,Finance & Investments,Russia,True,E,M,6/22/1963 0:00,Rappoport,Andrei,1963.0,6.0,22.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,8574832.0,Investments,,
2259,1200,Food & Beverage,Hugo Ribeiro & family,65.0,Brazil,Agribusiness,Food & Beverage,Brazil,False,Split Family Fortune,M,,Ribeiro,Hugo,,,,167.4,3.7,1839758040766.0,51.3,115.4,75.7,212559417.0,Agribusiness,,
2259,1200,Finance & Investments,Bennett Rosenthal,59.0,United States,Finance,Finance & Investments,United States,True,N,M,9/24/1963 0:00,Rosenthal,Bennett,1963.0,9.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Finance,,
2259,1200,Real Estate,Atul Ruia,52.0,India,Real estate,Real Estate,India,False,N,M,2/26/1971 0:00,Ruia,Atul,1971.0,2.0,26.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,1366417754.0,Real estate,,
2259,1200,Finance & Investments,Thomas Sandell,62.0,United Kingdom,Hedge funds,Finance & Investments,Sweden,True,D,M,2/1/1961 0:00,Sandell,Thomas,1961.0,2.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Hedge funds,,
2259,1200,Food & Beverage,Francesco Saputo,65.0,Canada,Cheese,Food & Beverage,Canada,False,N,M,,Saputo,Francesco,,,,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Cheese,,
2259,1200,Construction & Engineering,Dhruv Sawhney,78.0,United Arab Emirates,"Engineering, sugar",Construction & Engineering,India,False,U,M,6/26/1944 0:00,Sawhney,Dhruv,1944.0,6.0,26.0,114.52,-1.9,421142267938.0,36.8,108.4,77.8,9770529.0,Engineering, sugar,
2259,1200,Finance & Investments,Gerald Schwartz,81.0,Canada,Finance,Finance & Investments,Canada,True,D,M,11/24/1941 0:00,Schwartz,Gerald,1941.0,11.0,24.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,36991981.0,Finance,,
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80.0,United Kingdom,Cosmetics,Fashion & Retail,Brazil,True,D,M,1/1/1943 0:00,Seabra,Antonio Luiz,1943.0,1.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,66834405.0,Cosmetics,,
2259,1200,Technology,Eric Ya Shen,52.0,China,Online apparel retail,Technology,China,True,R,M,1/1/1971 0:00,Shen,Eric Ya,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,1397715000.0,Online apparel retail,,
2259,1200,Technology,Sytse 'Sid' Sijbrandij,43.0,United States,Software,Technology,Netherlands,True,N,M,8/1/1979 0:00,Sijbrandij,Sytse 'Sid',1979.0,8.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,328239523.0,Software,,
2259,1200,Automotive,Alexander Sixt,43.0,Germany,Car rentals,Automotive,Germany,False,D,M,10/24/1979 0:00,Sixt,Alexander,1979.0,10.0,24.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Car rentals,,
2259,1200,Automotive,Konstantin Sixt,40.0,Germany,Car rentals,Automotive,Germany,False,D,M,12/2/1982 0:00,Sixt,Konstantin,1982.0,12.0,2.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,83132799.0,Car rentals,,
2259,1200,Energy,Edwin Soeryadjaya,73.0,Indonesia,"Coal, investments",Energy,Indonesia,False,D,M,7/17/1949 0:00,Soeryadjaya,Edwin,1949.0,7.0,17.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,270203917.0,Coal, investments,
